Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N75	L50	L75	# N's per 100 kbp
49947_1_310.assembly	192	94	65	58	36	32	5041921	5009166	4948552	4890468	4585687	4438944	117	307625	5024074	50.70	136366	95820	13	24	0.00
49990_1_286.assembly	106	50	29	27	22	20	5174946	5152935	5112222	5096512	5024315	4953127	69	980540	5166665	50.59	319577	190809	6	11	0.00
49937_1_2.assembly	126	61	44	39	31	24	5548406	5524129	5484185	5451151	5305491	5075436	80	1034154	5537777	57.22	243819	118732	7	14	0.00
49989_1_284.assembly	84	50	35	32	30	18	4695679	4683439	4655422	4632407	4604212	4164562	58	573438	4689577	50.79	212992	146010	6	12	0.00
49990_1_89.assembly	162	80	48	40	28	22	5542048	5513515	5433846	5379917	5196939	4987120	96	787772	5524276	57.14	330346	117856	5	12	0.00
49937_1_132.assembly	160	65	39	37	32	20	5078457	5042186	4989824	4974404	4893338	4509971	94	614394	5063246	50.57	268422	175089	7	12	0.00
49989_2_245.assembly	213	93	59	55	45	35	9389937	9352744	9268525	9237907	9061932	8722656	113	798881	9366993	49.37	335017	181282	11	20	0.00
49989_1_17.assembly	69	38	25	23	23	18	5023508	5009720	4975634	4963269	4963269	4809571	50	824670	5018276	50.44	380112	231566	5	9	0.00
49989_2_235.assembly	162	83	53	45	31	24	5295181	5262608	5195429	5138019	4885195	4637874	115	381986	5283815	50.70	208631	112850	9	16	0.00
49947_1_84.assembly	228	94	61	53	36	25	5002122	4963241	4887717	4825669	4570799	4200180	114	376421	4976446	50.65	191483	107421	10	19	0.00
49989_1_136.assembly	164	63	28	27	23	18	5203096	5160318	5082128	5072606	5012630	4847048	89	886230	5181006	50.59	456772	177450	4	9	0.00
49947_1_151.assembly	193	94	64	50	37	33	5525642	5495301	5421381	5321058	5109942	4977702	113	615068	5507767	57.15	172288	96561	11	22	0.00
49989_2_243.assembly	86	54	38	38	36	26	4919650	4910803	4871433	4871433	4826098	4472771	57	449473	4912881	50.66	181598	141268	10	17	0.00
49989_1_109.assembly	185	103	66	53	45	35	5370297	5338017	5254517	5158725	5033341	4672031	129	327671	5356576	50.73	141754	88887	13	25	0.00
49989_2_164.assembly	178	80	45	39	31	20	5524400	5490045	5412943	5375150	5250609	4870403	100	1352486	5504355	57.37	278069	114078	6	13	0.00
49937_1_82.assembly	246	96	53	44	32	27	5592262	5539523	5425919	5361920	5177398	5012205	127	787772	5560665	57.12	204685	108528	8	16	0.00
49947_1_250.assembly	378	148	87	70	49	32	5337785	5253868	5121624	5000150	4650978	3996313	211	381737	5296258	50.53	102499	50445	15	32	0.00
49989_1_25.assembly	117	66	38	33	29	26	5720977	5702323	5644456	5608104	5546406	5457566	80	590605	5711961	56.81	242508	143127	8	14	0.00
49937_1_335.assembly	138	70	41	35	25	18	5118410	5088433	5028051	4985570	4818236	4593578	97	577241	5107355	50.44	311157	169153	6	12	0.00
49989_1_233.assembly	152	69	33	30	25	16	5276543	5243164	5171007	5143500	5062504	4753079	95	616020	5261418	50.42	346919	220034	6	10	0.00
49989_1_129.assembly	147	60	41	35	25	18	5237584	5199648	5156152	5120012	4951840	4729086	98	648586	5224570	50.35	361390	170356	5	11	0.00
49937_1_229.assembly	201	93	51	42	30	25	5373030	5327618	5229165	5158397	4962007	4779996	133	614747	5355743	50.56	209196	111554	9	17	0.00
49990_1_32.assembly	213	87	42	37	26	23	5139647	5087234	4991522	4954551	4754573	4650248	122	670132	5112462	50.69	225637	137420	8	15	0.00
49990_1_312.assembly	221	90	45	38	26	22	5187494	5134058	5039875	4987695	4790941	4661243	125	670132	5159301	50.67	225795	159017	8	14	0.00
49989_2_208.assembly	211	130	87	78	56	35	5427474	5393717	5305108	5235062	4889730	4146566	154	372593	5411701	50.54	89979	51024	15	34	0.00
49990_2_288.assembly	193	80	53	48	29	22	5268121	5222491	5164613	5129973	4853989	4582527	122	401397	5249514	50.68	215959	147713	9	16	0.00
49937_1_192.assembly	51	26	20	18	18	15	5262101	5255387	5240194	5223021	5223021	5121307	28	809326	5257205	55.07	436519	352199	5	8	0.00
49990_1_154.assembly	205	80	59	51	40	28	5145863	5102820	5059450	5001744	4813856	4385276	106	463684	5120534	50.52	150097	83344	9	21	0.00
49990_2_211.assembly	137	72	40	37	26	18	5159648	5134329	5064525	5042296	4839644	4546096	88	706243	5145486	50.39	331974	136249	6	12	0.00
49989_1_55.assembly	138	54	35	30	23	20	5097759	5065795	5020971	4980630	4884367	4794374	80	743036	5083377	50.49	268757	139368	5	11	0.00
49989_1_280.assembly	206	95	60	52	28	20	5373970	5325316	5244522	5187006	4820784	4522523	141	638177	5358021	50.70	219703	158936	8	15	0.00
49989_2_23.assembly	219	150	110	89	61	31	5073254	5041762	4942040	4797944	4335506	3189641	180	261684	5063198	50.53	70940	39066	20	45	0.00
49989_1_16.assembly	163	73	40	33	24	18	5145367	5110348	5035293	4989551	4851014	4634631	103	624707	5129809	50.50	361967	167900	6	11	0.00
49937_1_177.assembly	88	44	28	26	24	17	5717544	5702116	5667237	5652685	5607896	5353859	54	975018	5709694	56.96	492541	229266	4	9	0.00
49990_1_185.assembly	168	82	54	43	33	24	5572785	5546184	5474168	5393820	5233964	4907782	97	787772	5556620	57.01	217771	108528	7	15	0.00
49989_2_1.assembly	190	76	41	34	28	20	5106586	5060703	4978643	4925551	4811711	4522315	112	491984	5086831	50.58	237084	138807	8	14	0.00
49989_1_30.assembly	197	57	39	37	34	25	5047552	4999383	4959939	4945841	4901555	4592574	84	481385	5017982	50.70	221421	131747	9	15	0.00
49989_1_339.assembly	158	77	48	41	31	24	5153204	5123110	5063520	5016222	4830990	4605135	97	439677	5136998	50.52	239941	142135	8	15	0.00
49990_2_233.assembly	64	40	25	23	18	14	5481329	5472413	5438156	5425829	5342026	5226099	48	1001572	5477307	57.17	470889	365493	4	8	0.00
49937_1_319.assembly	125	66	42	38	32	26	5495759	5471471	5421265	5391017	5305746	5118983	88	708296	5487564	57.21	244445	124542	7	15	0.00
49937_1_122.assembly	100	59	41	37	29	23	4980120	4967448	4929094	4904309	4783731	4576671	64	579676	4970520	50.65	239677	121231	7	14	0.00
49989_2_232.assembly	129	78	54	46	31	26	5064955	5047489	4991846	4937467	4686173	4521604	91	622952	5056127	50.75	183448	109591	9	17	0.00
49989_2_88.assembly	147	62	44	35	25	18	5124425	5087581	5048646	4981614	4826442	4594154	97	577240	5111605	50.56	321959	132679	6	12	0.00
49947_1_315.assembly	184	87	56	43	30	26	5216415	5174586	5101524	5002905	4805305	4677381	126	536121	5202341	50.67	202168	108993	8	17	0.00
49990_2_197.assembly	101	66	39	33	29	24	5031657	5019595	4961446	4926660	4870111	4696190	73	697995	5024430	50.72	208982	144316	8	15	0.00
49989_2_29.assembly	125	66	46	39	29	21	5003948	4980976	4936221	4891285	4735307	4480536	84	806779	4994172	50.58	210287	125082	7	14	0.00
49937_1_278.assembly	165	88	55	49	35	28	5137030	5107245	5038249	4993277	4787121	4578240	115	509385	5125407	50.83	170446	108981	9	18	0.00
49937_1_33.assembly	66	38	29	26	23	20	5381434	5373340	5353444	5336242	5287218	5201307	41	654916	5375736	57.30	369411	191551	6	10	0.00
49989_1_248.assembly	158	80	57	50	42	33	5238202	5208783	5163435	5117150	5002031	4677401	105	298708	5224876	50.37	165317	100808	12	22	0.00
49990_1_246.assembly	164	95	64	54	40	29	5452413	5425613	5359702	5293084	5056416	4669907	116	720127	5440844	50.33	192453	87247	9	20	0.00
49947_1_278.assembly	132	62	41	33	29	19	5070465	5036015	4988022	4937785	4889753	4522563	91	590884	5058759	50.39	290032	189479	7	12	0.00
49990_2_292.assembly	136	79	54	47	37	24	4927356	4906155	4845584	4798271	4622228	4174482	94	571181	4917851	50.40	205857	92563	8	17	0.00
49937_1_8.assembly	1098	1097	289	56	1	0	4322314	4321637	2289754	720868	25386	0	1098	25386	4322314	50.76	5246	3083	264	532	0.00
49989_1_116.assembly	348	163	101	84	64	51	10588671	10512962	10376954	10256153	9960831	9470485	222	590644	10555940	54.01	214503	107341	16	33	0.00
49990_2_106.assembly	143	67	47	43	27	22	5171552	5145093	5099509	5071313	4823228	4636465	84	527394	5156453	50.71	239962	171298	8	14	0.00
49937_1_261.assembly	273	126	71	59	43	31	5184326	5127451	5005987	4926082	4674422	4230338	165	555339	5153606	50.66	112243	65952	11	25	0.00
49989_1_221.assembly	378	144	88	76	53	35	5334618	5252247	5134742	5051648	4669400	4053952	205	322219	5293804	50.67	96440	56350	16	34	0.00
49989_2_41.assembly	185	110	75	68	49	37	5220367	5191497	5102007	5049905	4719923	4279501	134	378302	5208850	50.58	106187	59096	15	31	0.00
49947_1_18.assembly	140	77	48	39	28	24	5229674	5207127	5138573	5073348	4908351	4771579	93	1020148	5217641	50.67	212464	116916	6	14	0.00
49937_1_326.assembly	171	67	42	38	33	21	5311154	5267251	5215030	5187542	5107822	4691292	103	560585	5291891	50.43	276334	130427	7	13	0.00
49937_1_293.assembly	59	35	22	22	19	17	5231843	5225017	5203782	5203782	5152154	5091724	39	722621	5228003	57.41	385717	305825	5	9	0.00
49989_1_65.assembly	108	48	34	34	31	23	4686906	4666018	4640235	4640235	4588496	4312363	63	671412	4676505	50.75	206076	118927	6	13	0.00
49989_1_50.assembly	48	32	23	22	19	15	5220492	5216530	5199721	5191407	5147470	5010254	36	942163	5218743	57.55	499587	346002	4	7	0.00
49937_1_260.assembly	151	87	57	51	43	32	5028614	5004483	4928194	4878969	4731773	4324211	106	371137	5017959	50.40	142368	77377	12	24	0.00
49989_1_178.assembly	11933	1251	165	50	14	5	6980436	4150365	1997556	1218396	636258	322469	2467	87790	5001310	49.65	3237	1375	293	911	0.00
49990_2_268.assembly	114	55	34	30	26	21	5180687	5157317	5109748	5080162	5004690	4817429	72	792806	5169343	50.37	314346	186239	6	11	0.00
49989_1_219.assembly	81	50	33	31	26	19	4901589	4888634	4854655	4838472	4762066	4519342	61	675389	4896576	50.60	302602	185175	6	11	0.00
49989_2_68.assembly	88	53	30	26	24	15	5417864	5406705	5361762	5330242	5302137	4988248	60	933654	5411755	57.31	702602	256874	4	7	0.00
49989_2_272.assembly	94	49	31	28	25	20	5726938	5711540	5672848	5652071	5598334	5411790	59	975018	5718715	56.95	369714	214535	5	10	0.00
49937_1_83.assembly	151	70	43	38	32	27	5765335	5738127	5680865	5643747	5546081	5380005	89	542917	5750529	56.77	244555	140345	8	16	0.00
49937_1_312.assembly	192	89	51	43	35	27	5256373	5214730	5134821	5072426	4944495	4648474	121	391747	5238761	50.70	190808	111558	10	18	0.00
49990_1_374.assembly	107	69	38	32	23	18	5546599	5532648	5453026	5409397	5260436	5099827	81	926489	5540750	57.27	370173	171908	5	9	0.00
49937_1_116.assembly	157	88	49	40	30	23	5584832	5556359	5462494	5394985	5241982	5024051	108	787771	5571670	57.11	293138	117858	6	13	0.00
49990_2_17.assembly	179	86	54	42	36	24	4996074	4961372	4892258	4809537	4715458	4316521	109	510257	4977266	50.69	258327	81836	7	16	0.00
49937_1_27.assembly	148	88	66	55	45	29	4940939	4919082	4863840	4782700	4634271	4086576	104	345908	4930455	50.49	143032	73618	12	23	0.00
49947_1_91.assembly	310	295	131	69	33	22	6682199	6675961	6266704	5815083	5293365	4931054	301	792371	6680143	59.02	215244	39865	9	24	0.00
49989_2_338.assembly	138	78	52	48	37	27	5504159	5483618	5416474	5382252	5160668	4816592	90	544758	5492822	57.25	206059	97857	8	18	0.00
49989_1_2.assembly	159	99	68	55	41	31	5358687	5336081	5269018	5172767	4958374	4593631	117	420046	5349640	57.51	153305	86080	11	23	0.00
49989_1_99.assembly	125	77	57	48	35	27	4956360	4940173	4885089	4824765	4600205	4362562	89	341820	4948634	50.71	173577	108999	10	18	0.00
49937_1_364.assembly	127	77	47	42	33	25	4837295	4820527	4753054	4709592	4564235	4256995	88	456931	4827912	50.63	205823	90364	8	17	0.00
49990_1_318.assembly	166	164	102	69	33	13	2642249	2641244	2463157	2218560	1623656	919809	165	125698	2642028	32.73	35607	16266	23	51	0.00
49990_2_97.assembly	677	262	136	99	64	39	5631298	5486622	5191133	4930708	4409923	3570429	351	224789	5551435	50.40	64502	30733	25	56	0.00
49989_2_271.assembly	148	85	51	43	32	26	5088272	5060120	4983060	4930045	4758457	4522572	109	511179	5077425	50.72	190808	100346	9	17	0.00
49937_1_5.assembly	157	80	42	38	31	25	5120655	5092589	4996053	4970999	4856513	4642358	98	537481	5105573	50.57	203754	134035	9	17	0.00
49989_1_188.assembly	343	162	97	78	48	30	5330094	5252820	5118783	4978490	4476070	3846777	230	458471	5303179	50.65	108278	42487	14	33	0.00
49989_1_22.assembly	94	47	29	26	25	19	5422707	5409399	5367037	5348295	5327898	5134077	52	910287	5413159	57.43	454972	214704	4	9	0.00
49989_1_281.assembly	121	73	45	43	28	22	5088980	5071044	5019737	5003870	4769628	4558191	87	613342	5081043	50.64	268255	111786	6	14	0.00
49937_1_31.assembly	162	80	56	51	41	29	5151939	5120836	5071453	5035255	4899045	4475141	104	574293	5138279	50.71	173348	87134	9	20	0.00
49990_2_245.assembly	108	49	33	33	30	23	4813940	4793965	4764336	4764336	4719439	4478613	62	1113683	4803009	50.63	210627	111724	5	12	0.00
49990_1_188.assembly	183	98	67	56	41	27	5439928	5405382	5335990	5258853	5015729	4524941	125	720127	5425522	50.32	191268	83720	9	20	0.00
49989_2_21.assembly	254	82	36	31	23	18	5211075	5144704	5053349	5018615	4906071	4730892	122	626449	5173601	50.46	304564	216912	6	10	0.00
49989_2_375.assembly	529	132	71	59	42	30	5320298	5202815	5079710	4986175	4713330	4315528	200	308367	5250196	50.69	135365	85945	14	25	0.00
49947_1_160.assembly	126	78	57	46	30	26	5115960	5097812	5050906	4967495	4727986	4593829	91	524561	5107001	50.75	209196	116899	9	17	0.00
49989_2_341.assembly	299	102	61	50	37	29	5093195	5021091	4925501	4850375	4642159	4386583	157	379679	5058750	50.54	161890	95478	10	20	0.00
49989_1_252.assembly	169	70	43	35	29	25	5126210	5086138	5028254	4974151	4868723	4734856	101	485095	5107843	50.54	225376	112919	8	15	0.00
49989_2_116.assembly	57	35	24	23	21	17	4966008	4957268	4934786	4928576	4902342	4771077	43	555626	4962954	50.46	393959	283390	6	9	0.00
49989_2_119.assembly	204	92	57	48	28	20	5169771	5130766	5050002	4982805	4707061	4444501	117	633868	5147993	50.56	269712	137488	7	14	0.00
49990_2_159.assembly	138	70	49	41	29	21	5188853	5158449	5109016	5054000	4851140	4564549	99	588659	5179685	50.41	237590	119478	7	14	0.00
49989_1_152.assembly	280	128	89	74	54	37	5293385	5231423	5148788	5046321	4693385	4071208	182	265871	5268238	50.54	104576	52952	16	35	0.00
49937_1_121.assembly	67	42	31	26	23	14	5537767	5529843	5506272	5468739	5415825	5126872	45	2047950	5532169	57.19	372145	318257	3	7	0.00
49937_1_238.assembly	202	88	55	48	39	26	5232874	5188661	5127450	5074285	4914428	4445412	116	434470	5208650	50.55	211595	84663	9	19	0.00
49989_2_8.assembly	295	111	72	60	40	31	5270418	5213756	5125965	5042181	4692694	4373731	148	454653	5238969	50.64	129263	82021	13	25	0.00
49937_1_153.assembly	75	32	24	19	18	11	5292725	5279557	5263471	5222657	5211209	4976999	39	2077264	5284422	57.44	712900	382187	2	5	0.00
49947_1_338.assembly	246	95	56	45	33	24	5201402	5141848	5058858	4977939	4795774	4496578	142	884957	5173379	50.58	236836	96036	7	15	0.00
49989_2_108.assembly	77	48	35	30	24	21	5095731	5083122	5051220	5017638	4904961	4807961	60	608529	5091085	50.47	322281	203096	7	12	0.00
49989_1_90.assembly	129	59	37	33	24	17	5017324	4994263	4941122	4908964	4747389	4506486	75	590247	5005774	50.48	346940	202436	6	11	0.00
49990_1_280.assembly	217	103	75	69	53	42	9099074	9057684	8992577	8952077	8717142	8323237	135	592816	9080858	45.48	247177	143178	13	24	0.00
49989_1_327.assembly	220	128	84	71	53	31	5070974	5036033	4927378	4827133	4486178	3718768	157	286780	5055518	50.43	104376	41169	16	33	0.00
49989_1_247.assembly	176	87	55	48	30	22	5051541	5019375	4956895	4907356	4661895	4392532	105	378134	5033018	50.73	222233	137432	9	15	0.00
49989_1_153.assembly	160	61	39	36	29	21	5076136	5037296	4989626	4970019	4850069	4584188	91	624708	5058172	50.52	331963	130926	6	13	0.00
49989_2_65.assembly	137	69	47	42	29	21	5074457	5048612	4997819	4959049	4771624	4488540	89	581214	5061993	50.64	233426	149240	7	14	0.00
49989_2_206.assembly	134	101	70	58	43	26	4603232	4589647	4512980	4423379	4173904	3555384	115	314004	4599499	50.50	128529	59518	13	24	0.00
49989_1_286.assembly	103	58	40	35	30	26	4971098	4955548	4916032	4878433	4791586	4636656	70	490404	4964050	50.58	208505	124941	9	16	0.00
49990_1_245.assembly	203	171	121	107	75	50	8453341	8440237	8318164	8230540	7714586	6859923	182	419038	8448518	51.30	164267	60249	18	41	0.00
49990_2_87.assembly	191	100	66	54	37	31	5519958	5479087	5399874	5312419	5062890	4841445	137	349901	5507173	50.60	174956	113392	12	20	0.00
49990_1_122.assembly	256	112	67	53	38	27	5331213	5281484	5183537	5085701	4850981	4462018	147	448716	5305314	50.47	176044	91888	10	20	0.00
49990_2_1.assembly	77	42	29	25	21	17	5385255	5373708	5346135	5319846	5250295	5110001	50	1088142	5379130	57.38	377208	229976	4	9	0.00
49989_1_82.assembly	129	49	30	28	24	19	4947394	4913212	4876635	4863590	4805130	4638411	75	426737	4931732	50.81	317057	196331	7	12	0.00
49989_1_18.assembly	270	118	67	58	43	30	5498678	5435570	5319841	5253761	5031695	4596016	165	399492	5469112	50.61	165982	88152	11	23	0.00
49989_1_1.assembly	233	99	56	44	28	22	5276336	5224396	5122779	5031077	4778767	4554556	144	402124	5254444	50.41	226196	147379	9	16	0.00
49990_1_249.assembly	122	68	47	41	28	21	4963238	4943055	4900484	4858274	4665418	4433602	82	582182	4952835	50.58	246032	137432	7	13	0.00
49990_2_65.assembly	245	87	54	46	34	27	5387070	5325176	5262604	5206612	5028006	4780112	134	394972	5356585	50.71	246297	108469	9	17	0.00
49989_2_175.assembly	130	67	44	39	27	21	5072623	5049291	4999123	4960353	4786572	4574342	82	581214	5059655	50.64	239678	149240	7	14	0.00
49947_1_213.assembly	236	98	56	44	31	26	5582580	5536301	5426099	5340785	5145535	4984853	124	787760	5552601	57.12	217771	108528	7	16	0.00
49989_1_277.assembly	34	19	14	13	12	10	5102310	5098911	5084461	5077275	5057175	4996848	20	1671710	5099909	57.67	925284	360411	2	5	0.00
49989_1_283.assembly	79	46	28	25	21	19	4925765	4912444	4873631	4849797	4781617	4710481	57	618668	4920506	50.62	329831	202436	6	10	0.00
49947_1_188.assembly	353	114	78	66	47	32	5412682	5341015	5258996	5169487	4878505	4337392	154	514756	5368053	50.28	129036	62992	12	27	0.00
49989_1_83.assembly	184	93	60	53	39	27	5478576	5442771	5355510	5301680	5079321	4705220	119	470114	5460676	57.11	205954	95209	10	20	0.00
49937_1_165.assembly	205	94	50	44	32	27	5373205	5327215	5226419	5183478	4973618	4791796	134	614740	5354830	50.56	202580	109674	9	18	0.00
49990_2_241.assembly	193	82	49	40	29	21	5120909	5071456	4999120	4929817	4763431	4484328	128	517938	5102442	50.33	220218	170737	8	14	0.00
49947_1_339.assembly	385	110	71	58	42	32	5192519	5105611	5020292	4924225	4650671	4310591	155	347655	5137611	50.63	136246	70224	12	25	0.00
49937_1_237.assembly	94	59	38	31	25	21	5080529	5066100	5010293	4960041	4859971	4721183	71	805713	5075085	50.62	237085	139950	6	13	0.00
49989_2_155.assembly	56	40	28	27	21	18	5293744	5288493	5263354	5257472	5156597	5056406	43	1565612	5290911	57.50	375039	225601	4	8	0.00
49947_1_309.assembly	144	122	80	66	45	33	4962272	4951386	4830463	4725521	4392836	3944618	133	287378	4959779	50.72	112434	58652	14	29	0.00
49937_1_277.assembly	112	88	67	60	52	38	6532894	6526215	6481146	6432357	6287983	5809834	92	769366	6528955	50.54	192757	78618	11	25	0.00
49937_1_220.assembly	272	117	69	62	42	32	5277332	5219141	5113755	5068634	4741300	4397223	158	351447	5247586	50.55	145804	66039	12	24	0.00
49947_1_28.assembly	201	91	59	48	35	30	5167957	5129430	5055013	4972079	4794276	4631853	120	488935	5148622	50.72	159660	105763	11	21	0.00
49989_1_225.assembly	99	54	38	36	33	28	5417395	5402595	5356430	5340800	5272523	5094745	61	754503	5407386	57.41	211677	104786	7	15	0.00
49989_1_198.assembly	277	92	48	39	28	22	5237232	5165619	5070679	5003319	4828678	4595971	148	616853	5204395	50.48	213904	131838	7	15	0.00
49990_2_129.assembly	127	48	29	27	23	19	4947412	4913527	4876952	4863907	4805447	4664691	74	426737	4932047	50.81	321889	196331	7	12	0.00
49947_1_149.assembly	105	66	38	34	24	19	5404115	5391393	5317512	5289753	5118709	4941650	75	911288	5397389	57.43	358484	165811	6	11	0.00
49937_1_37.assembly	269	96	59	50	36	29	5090422	5029182	4936428	4876427	4644102	4413736	143	379679	5060976	50.54	187811	95478	10	20	0.00
49989_2_101.assembly	179	74	52	46	36	28	5098747	5059024	5015047	4971045	4802693	4534223	100	463684	5077383	50.52	168382	92288	8	18	0.00
49937_1_52.assembly	292	120	70	62	45	33	5364856	5297307	5184793	5126791	4829107	4375456	167	418224	5331490	50.52	117999	71491	13	27	0.00
49990_2_262.assembly	140	94	64	58	47	30	5051251	5035482	4972937	4922755	4743526	4123284	103	440370	5042091	50.47	147860	64163	11	25	0.00
